trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
21743387,2019-01-01 14:19:06,2019-01-01 14:21:43,2332,157,183,Damen Ave & Thomas St (Augusta Blvd),128,Damen Ave & Chicago Ave,Subscriber,Male,1990
21743389,2019-01-01 14:19:28,2019-01-01 14:22:12,2833,164,22,May St & Taylor St,241,Morgan St & Polk St,Subscriber,Male,1983
21743391,2019-01-01 14:20:17,2019-01-01 14:33:20,5993,783,53,Wells St & Huron St,53,Wells St & Huron St,Subscriber,Male,1990
21743392,2019-01-01 14:22:30,2019-01-01 14:36:57,3604,867,96,Desplaines St & Randolph St,129,Blue Island Ave & 18th St,Subscriber,Male,1983
21743393,2019-01-01 14:22:44,2019-01-01 14:46:07,507,"1,403.00",86,Eckhart Park,296,Broadway & Belmont Ave,Subscriber,Female,1988
21743394,2019-01-01 14:23:02,2019-01-01 14:30:38,5385,456,69,Damen Ave & Pierce Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1992
21743395,2019-01-01 14:23:22,2019-01-01 14:34:08,3426,646,289,Wells St & Concord Ln,199,Wabash Ave & Grand Ave,Subscriber,Male,1987
21743396,2019-01-01 14:23:32,2019-01-01 14:42:16,2842,"1,124.00",84,Milwaukee Ave & Grand Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1987
21743397,2019-01-01 14:24:41,2019-01-01 14:29:26,2006,285,93,Sheffield Ave & Willow St,327,Sheffield Ave & Webster Ave,Subscriber,Male,1993
21743398,2019-01-01 14:25:09,2019-01-01 14:33:28,2551,499,94,Clark St & Armitage Ave,182,Wells St & Elm St,Subscriber,Male,1992
21743404,2019-01-01 14:27:19,2019-01-01 14:52:39,3957,"1,520.00",272,Indiana Ave & 31st St,623,Michigan Ave & 8th St,Customer,Male,1995
21743406,2019-01-01 14:27:49,2019-01-01 14:32:51,6219,302,133,Kingsbury St & Kinzie St,110,Dearborn St & Erie St,Subscriber,Male,1986
21743408,2019-01-01 14:28:59,2019-01-01 14:34:57,5892,358,523,Eastlake Ter & Rogers Ave,517,Clark St & Jarvis Ave,Subscriber,Female,1955
21743409,2019-01-01 14:29:24,2019-01-01 14:41:19,1452,715,481,California Ave & Montrose Ave,495,Keystone Ave & Montrose Ave,Subscriber,Male,1980
21743419,2019-01-01 14:33:22,2019-01-01 14:38:01,610,279,300,Broadway & Barry Ave,299,Halsted St & Roscoe St,Subscriber,Male,1989
21743421,2019-01-01 14:33:35,2019-01-01 14:43:50,393,615,86,Eckhart Park,69,Damen Ave & Pierce Ave,Subscriber,Male,1992
21743423,2019-01-01 14:33:41,2019-01-01 14:38:04,6230,263,114,Sheffield Ave & Waveland Ave,303,Broadway & Cornelia Ave,Subscriber,Male,1984
21743424,2019-01-01 14:34:08,2019-01-01 14:36:30,177,142,283,LaSalle St & Jackson Blvd,49,Dearborn St & Monroe St,Subscriber,Male,1966
21743427,2019-01-01 14:34:37,2019-01-01 14:37:21,3808,164,67,Sheffield Ave & Fullerton Ave,349,Halsted St & Wrightwood Ave,Subscriber,Male,1990
21743430,2019-01-01 14:36:53,2019-01-01 14:50:46,6129,833,219,Damen Ave & Cortland St,507,Humboldt Blvd & Armitage Ave,Subscriber,Female,1991
21743431,2019-01-01 14:36:53,2019-01-01 14:42:48,4903,355,502,California Ave & Altgeld St,258,Logan Blvd & Elston Ave,Subscriber,Male,1975
21743432,2019-01-01 14:37:13,2019-01-01 14:45:21,5540,488,465,Marine Dr & Ainslie St,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1960
21743433,2019-01-01 14:37:32,2019-01-01 14:46:42,3394,550,130,Damen Ave & Division St,16,Paulina Ave & North Ave,Subscriber,Female,1989
21743434,2019-01-01 14:38:23,2019-01-01 14:56:24,87,"1,081.00",134,Peoria St & Jackson Blvd,128,Damen Ave & Chicago Ave,Subscriber,Male,1984
21743438,2019-01-01 14:39:31,2019-01-01 14:59:14,3260,"1,183.00",465,Marine Dr & Ainslie St,300,Broadway & Barry Ave,Subscriber,Male,1990
21743439,2019-01-01 14:39:42,2019-01-01 14:58:21,3628,"1,119.00",459,Lakefront Trail & Bryn Mawr Ave,294,Broadway & Berwyn Ave,Subscriber,Male,1983
21743440,2019-01-01 14:39:50,2019-01-01 15:00:14,5447,"1,224.00",304,Broadway & Waveland Ave,176,Clark St & Elm St,Subscriber,Male,1982
21743442,2019-01-01 14:40:13,2019-01-01 14:43:50,641,217,327,Sheffield Ave & Webster Ave,302,Sheffield Ave & Wrightwood Ave,Subscriber,Male,1992
21743444,2019-01-01 14:41:10,2019-01-01 15:09:10,1410,"1,680.00",247,Shore Dr & 55th St,179,MLK Jr Dr & Pershing Rd,Subscriber,Female,1995
21743448,2019-01-01 14:41:58,2019-01-01 14:49:10,6118,432,59,Wabash Ave & Roosevelt Rd,175,Wells St & Polk St,Subscriber,Female,1980
21743449,2019-01-01 14:42:37,2019-01-01 14:48:50,2202,373,133,Kingsbury St & Kinzie St,194,Wabash Ave & Wacker Pl,Subscriber,Male,1979
21743450,2019-01-01 14:42:51,2019-01-01 14:50:02,4119,431,627,LaSalle Dr & Huron St (*),51,Clark St & Randolph St,Subscriber,Female,1958
21743452,2019-01-01 14:43:10,2019-01-01 14:48:48,4911,338,168,Michigan Ave & 14th St,626,Delano Ct & Roosevelt Rd,Subscriber,Male,1978
21743455,2019-01-01 14:45:10,2019-01-01 15:06:54,1830,"1,304.00",157,Lake Shore Dr & Wellington Ave,268,Lake Shore Dr & North Blvd,Subscriber,Female,1993
21743457,2019-01-01 14:46:59,2019-01-01 14:56:15,7,556,161,Rush St & Superior St,180,Ritchie Ct & Banks St,Subscriber,Male,1991
21743458,2019-01-01 14:46:58,2019-01-01 14:50:45,3417,227,337,Clark St & Chicago Ave,182,Wells St & Elm St,Subscriber,Male,1992
21743459,2019-01-01 14:47:07,2019-01-01 14:49:54,5707,167,81,Daley Center Plaza,37,Dearborn St & Adams St,Subscriber,Male,1965
21743460,2019-01-01 14:47:23,2019-01-01 14:57:16,2006,593,327,Sheffield Ave & Webster Ave,131,Lincoln Ave & Belmont Ave,Subscriber,Male,1994
21743466,2019-01-01 14:49:17,2019-01-01 14:55:11,1941,354,659,Leavitt St & Chicago Ave,130,Damen Ave & Division St,Subscriber,Male,1990
21743467,2019-01-01 14:49:31,2019-01-01 14:53:56,787,265,259,California Ave & Francis Pl,502,California Ave & Altgeld St,Subscriber,Male,1991
21743468,2019-01-01 14:49:49,2019-01-01 15:09:29,2050,"1,180.00",43,Michigan Ave & Washington St,74,Kingsbury St & Erie St,Subscriber,Female,1968
21743469,2019-01-01 14:50:24,2019-01-01 14:59:48,2106,564,596,Benson Ave & Church St,597,Chicago Ave & Washington St,Subscriber,Male,1951
21743470,2019-01-01 14:50:42,2019-01-01 14:55:15,2932,273,13,Wilton Ave & Diversey Pkwy,153,Southport Ave & Wellington Ave,Subscriber,Male,1993
21743471,2019-01-01 14:51:14,2019-01-01 14:53:12,1688,118,33,State St & Van Buren St,5,State St & Harrison St,Subscriber,Male,1971
21743475,2019-01-01 14:53:00,2019-01-01 15:12:16,1746,"1,156.00",212,Wells St & Hubbard St,120,Wentworth Ave & Cermak Rd (Temp),Subscriber,Male,1995
21743477,2019-01-01 14:53:48,2019-01-01 14:57:15,2545,207,231,Sheridan Rd & Montrose Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1974
21743480,2019-01-01 14:54:25,2019-01-01 15:16:45,2321,"1,340.00",276,California Ave & North Ave,276,California Ave & North Ave,Customer,,
21743484,2019-01-01 14:57:47,2019-01-01 15:06:22,3146,515,403,Wentworth Ave & 33rd St,272,Indiana Ave & 31st St,Subscriber,Female,1989
21743486,2019-01-01 15:00:06,2019-01-01 15:06:26,5384,380,115,Sheffield Ave & Wellington Ave,327,Sheffield Ave & Webster Ave,Subscriber,Male,1991
21743487,2019-01-01 15:00:19,2019-01-01 15:25:22,393,"1,503.00",69,Damen Ave & Pierce Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1992
21743488,2019-01-01 15:00:19,2019-01-01 15:05:50,2226,331,212,Wells St & Hubbard St,77,Clinton St & Madison St,Subscriber,Male,1988
21743489,2019-01-01 15:00:50,2019-01-01 15:14:46,3702,836,231,Sheridan Rd & Montrose Ave,299,Halsted St & Roscoe St,Subscriber,Male,1977
21743490,2019-01-01 15:00:52,2019-01-01 15:28:19,4521,"1,647.00",49,Dearborn St & Monroe St,25,Michigan Ave & Pearson St,Customer,,
21743491,2019-01-01 15:00:56,2019-01-01 15:28:24,2708,"1,648.00",49,Dearborn St & Monroe St,25,Michigan Ave & Pearson St,Customer,,
21743493,2019-01-01 15:01:31,2019-01-01 15:11:44,6427,613,195,Columbus Dr & Randolph St,53,Wells St & Huron St,Subscriber,Male,1988
21743494,2019-01-01 15:02:22,2019-01-01 15:39:15,14,"2,213.00",284,Michigan Ave & Jackson Blvd,97,Field Museum,Subscriber,Male,1987
21743495,2019-01-01 15:02:25,2019-01-01 15:14:42,762,737,9,Leavitt St & Archer Ave,9,Leavitt St & Archer Ave,Subscriber,Male,1969
21743497,2019-01-01 15:02:53,2019-01-01 15:46:36,847,"2,623.00",43,Michigan Ave & Washington St,90,Millennium Park,Customer,,
21743498,2019-01-01 15:02:58,2019-01-01 15:46:36,2419,"2,618.00",43,Michigan Ave & Washington St,90,Millennium Park,Customer,,
21743499,2019-01-01 15:02:57,2019-01-01 15:09:25,2427,388,225,Halsted St & Dickens Ave,94,Clark St & Armitage Ave,Customer,,
21743501,2019-01-01 15:03:21,2019-01-01 15:46:14,424,"2,573.00",199,Wabash Ave & Grand Ave,25,Michigan Ave & Pearson St,Subscriber,,
21743502,2019-01-01 15:03:31,2019-01-01 15:21:08,405,"1,057.00",300,Broadway & Barry Ave,60,Dayton St & North Ave,Subscriber,Female,1988
21743504,2019-01-01 15:03:58,2019-01-01 15:21:08,5375,"1,030.00",300,Broadway & Barry Ave,60,Dayton St & North Ave,Subscriber,Male,1988
21743506,2019-01-01 15:05:49,2019-01-01 15:12:29,5752,400,141,Clark St & Lincoln Ave,176,Clark St & Elm St,Subscriber,Male,1992
21743509,2019-01-01 15:08:16,2019-01-01 15:17:27,1830,551,268,Lake Shore Dr & North Blvd,85,Michigan Ave & Oak St,Subscriber,Female,1993
21743510,2019-01-01 15:08:13,2019-01-01 15:13:22,2781,309,45,Michigan Ave & Ida B Wells Dr,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1993
21743511,2019-01-01 15:08:21,2019-01-01 15:10:15,288,114,222,Milwaukee Ave & Rockwell St,123,California Ave & Milwaukee Ave,Subscriber,Male,1985
21743513,2019-01-01 15:09:05,2019-01-01 15:33:15,5202,"1,450.00",7,Field Blvd & South Water St,85,Michigan Ave & Oak St,Customer,,
21743514,2019-01-01 15:09:15,2019-01-01 15:11:43,271,148,302,Sheffield Ave & Wrightwood Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1961
21743515,2019-01-01 15:09:33,2019-01-01 15:13:43,3811,250,118,Sedgwick St & North Ave,141,Clark St & Lincoln Ave,Subscriber,Female,1987
21743516,2019-01-01 15:09:39,2019-01-01 15:32:50,2087,"1,391.00",7,Field Blvd & South Water St,85,Michigan Ave & Oak St,Customer,,
21743520,2019-01-01 15:10:10,2019-01-01 15:24:30,539,860,205,Paulina St & 18th St,346,Ada St & Washington Blvd,Subscriber,Male,1989
21743521,2019-01-01 15:10:21,2019-01-01 15:28:44,6269,"1,103.00",47,State St & Kinzie St,141,Clark St & Lincoln Ave,Subscriber,Male,1981
21743523,2019-01-01 15:10:40,2019-01-01 15:15:59,3939,319,141,Clark St & Lincoln Ave,113,Bissell St & Armitage Ave,Subscriber,Male,1994
21743525,2019-01-01 15:11:00,2019-01-01 15:16:38,246,338,74,Kingsbury St & Erie St,164,Franklin St & Lake St,Subscriber,Male,1956
21743526,2019-01-01 15:11:09,2019-01-01 15:26:14,331,905,198,Green St & Madison St,620,Orleans St & Chestnut St (NEXT Apts),Subscriber,Male,1988
21743527,2019-01-01 15:11:12,2019-01-01 15:29:48,1370,"1,116.00",268,Lake Shore Dr & North Blvd,299,Halsted St & Roscoe St,Subscriber,Female,1989
21743529,2019-01-01 15:11:33,2019-01-01 15:13:48,4686,135,112,Green St & Randolph St,71,Morgan St & Lake St,Subscriber,Male,1981
21743530,2019-01-01 15:11:39,2019-01-01 15:19:51,2842,492,13,Wilton Ave & Diversey Pkwy,163,Damen Ave & Clybourn Ave,Subscriber,Male,1983
21743531,2019-01-01 15:11:48,2019-01-01 15:15:27,4025,219,523,Eastlake Ter & Rogers Ave,520,Greenview Ave & Jarvis Ave,Subscriber,Female,1990
21743532,2019-01-01 15:12:24,2019-01-01 15:28:28,2877,964,313,Lakeview Ave & Fullerton Pkwy,268,Lake Shore Dr & North Blvd,Subscriber,Male,1983
21743533,2019-01-01 15:12:43,2019-01-01 15:19:30,5623,407,140,Dearborn Pkwy & Delaware Pl,364,Larrabee St & Oak St,Subscriber,Male,1966
21743534,2019-01-01 15:13:02,2019-01-01 15:20:24,2783,442,164,Franklin St & Lake St,52,Michigan Ave & Lake St,Subscriber,Female,1996
21743535,2019-01-01 15:13:52,2019-01-01 15:18:34,5261,282,277,Ashland Ave & Grand Ave,128,Damen Ave & Chicago Ave,Subscriber,Male,1988
21743536,2019-01-01 15:15:14,2019-01-01 15:16:24,3150,70,77,Clinton St & Madison St,91,Clinton St & Washington Blvd,Subscriber,Male,1975
21743537,2019-01-01 15:15:19,2019-01-01 15:27:24,5877,725,299,Halsted St & Roscoe St,117,Wilton Ave & Belmont Ave,Subscriber,Male,1977
21743538,2019-01-01 15:15:34,2019-01-01 15:26:59,3942,685,214,Damen Ave & Grand Ave,219,Damen Ave & Cortland St,Subscriber,Male,1971
21743539,2019-01-01 15:16:37,2019-01-01 15:56:12,957,"2,375.00",604,Sheridan Rd & Noyes St (NU),604,Sheridan Rd & Noyes St (NU),Subscriber,Male,1951
21743540,2019-01-01 15:16:42,2019-01-01 15:28:38,3978,716,298,Lincoln Ave & Belle Plaine Ave,115,Sheffield Ave & Wellington Ave,Subscriber,Male,1991
21743541,2019-01-01 15:17:06,2019-01-01 15:45:05,3853,"1,679.00",91,Clinton St & Washington Blvd,300,Broadway & Barry Ave,Subscriber,Male,1975
21743542,2019-01-01 15:18:08,2019-01-01 15:32:01,1562,833,35,Streeter Dr & Grand Ave,66,Clinton St & Lake St,Subscriber,Female,1965
21743543,2019-01-01 15:18:18,2019-01-01 15:31:45,2254,807,35,Streeter Dr & Grand Ave,66,Clinton St & Lake St,Subscriber,Male,1965
21743544,2019-01-01 15:18:38,2019-01-01 15:23:39,2673,301,237,MLK Jr Dr & 29th St,149,Calumet Ave & 33rd St,Subscriber,Male,1992
21743547,2019-01-01 15:19:31,2019-01-01 15:37:08,2549,"1,057.00",20,Sheffield Ave & Kingsbury St,300,Broadway & Barry Ave,Subscriber,Male,1987
21743548,2019-01-01 15:19:52,2019-01-01 15:38:12,4399,"1,100.00",85,Michigan Ave & Oak St,324,Stockton Dr & Wrightwood Ave,Subscriber,Female,1986
21743551,2019-01-01 15:21:07,2019-01-01 15:26:13,2545,306,240,Sheridan Rd & Irving Park Rd,231,Sheridan Rd & Montrose Ave,Subscriber,Male,1974
21743552,2019-01-01 15:21:12,2019-01-01 15:41:00,6128,"1,188.00",322,Kimbark Ave & 53rd St,322,Kimbark Ave & 53rd St,Customer,,
21743556,2019-01-01 15:22:17,2019-01-01 15:26:43,6130,266,56,Desplaines St & Kinzie St,107,Desplaines St & Jackson Blvd,Subscriber,Male,1996
21743557,2019-01-01 15:22:18,2019-01-01 15:32:25,3834,607,112,Green St & Randolph St,86,Eckhart Park,Subscriber,Male,1981
21743559,2019-01-01 15:22:46,2019-01-01 15:31:57,6164,551,447,Glenwood Ave & Morse Ave,523,Eastlake Ter & Rogers Ave,Subscriber,Female,1990
21743560,2019-01-01 15:23:03,2019-01-01 15:57:56,4717,"2,093.00",303,Broadway & Cornelia Ave,233,Sangamon St & Washington Blvd (*),Subscriber,Male,1983
21743561,2019-01-01 15:23:26,2019-01-01 15:57:56,2442,"2,070.00",303,Broadway & Cornelia Ave,233,Sangamon St & Washington Blvd (*),Subscriber,Female,1984
21743562,2019-01-01 15:24:22,2019-01-01 15:28:36,4915,254,260,Kedzie Ave & Milwaukee Ave,501,Richmond St & Diversey Ave,Subscriber,Male,1983
21743564,2019-01-01 15:27:00,2019-01-01 16:08:40,5717,"2,500.00",339,Emerald Ave & 31st St,419,Lake Park Ave & 53rd St,Customer,Male,1988
21743565,2019-01-01 15:27:15,2019-01-01 15:29:08,268,113,21,Aberdeen St & Jackson Blvd,134,Peoria St & Jackson Blvd,Subscriber,Male,1985
21743566,2019-01-01 15:27:41,2019-01-01 15:36:32,2888,531,350,Ashland Ave & Chicago Ave,365,Halsted St & North Branch St,Subscriber,Male,1992
21743567,2019-01-01 15:27:42,2019-01-01 15:35:04,5105,442,301,Clark St & Schiller St,106,State St & Pearson St,Subscriber,Male,1953
21743568,2019-01-01 15:27:44,2019-01-01 15:32:59,1057,315,27,Larrabee St & North Ave,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1990
21743569,2019-01-01 15:28:22,2019-01-01 15:40:11,2340,709,301,Clark St & Schiller St,133,Kingsbury St & Kinzie St,Subscriber,Female,1962
21743571,2019-01-01 15:28:52,2019-01-01 15:47:14,4999,"1,102.00",35,Streeter Dr & Grand Ave,341,Adler Planetarium,Customer,,
21743572,2019-01-01 15:29:10,2019-01-01 15:34:03,6415,293,21,Aberdeen St & Jackson Blvd,73,Jefferson St & Monroe St,Subscriber,Male,1992
21743575,2019-01-01 15:31:28,2019-01-01 15:39:20,2842,472,163,Damen Ave & Clybourn Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1983
21743576,2019-01-01 15:31:42,2019-01-01 15:36:34,3537,292,176,Clark St & Elm St,53,Wells St & Huron St,Subscriber,Male,1986
21743577,2019-01-01 15:32:08,2019-01-01 15:41:57,6397,589,5,State St & Harrison St,195,Columbus Dr & Randolph St,Subscriber,Male,1992
21743578,2019-01-01 15:34:39,2019-01-01 15:55:18,4366,"1,239.00",301,Clark St & Schiller St,41,Federal St & Polk St,Subscriber,Male,1961
21743579,2019-01-01 15:35:11,2019-01-01 15:40:22,3628,311,294,Broadway & Berwyn Ave,462,Winchester (Ravenswood) Ave & Balmoral Ave,Subscriber,Male,1986
21743580,2019-01-01 15:35:16,2019-01-01 15:46:55,5709,699,36,Franklin St & Jackson Blvd,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1958
21743583,2019-01-01 15:36:42,2019-01-01 16:02:12,87,"1,530.00",128,Damen Ave & Chicago Ave,129,Blue Island Ave & 18th St,Subscriber,Male,1988
21743584,2019-01-01 15:36:56,2019-01-01 16:02:16,2332,"1,520.00",128,Damen Ave & Chicago Ave,129,Blue Island Ave & 18th St,Subscriber,Female,1992
21743585,2019-01-01 15:36:56,2019-01-01 16:02:24,110,"1,528.00",128,Damen Ave & Chicago Ave,129,Blue Island Ave & 18th St,Customer,,
21743586,2019-01-01 15:36:59,2019-01-01 15:59:36,3168,"1,357.00",43,Michigan Ave & Washington St,43,Michigan Ave & Washington St,Customer,,
21743587,2019-01-01 15:37:00,2019-01-01 16:02:04,5261,"1,504.00",128,Damen Ave & Chicago Ave,129,Blue Island Ave & 18th St,Subscriber,Female,1992
21743590,2019-01-01 15:38:05,2019-01-01 15:47:11,268,546,134,Peoria St & Jackson Blvd,75,Canal St & Jackson Blvd,Subscriber,Male,1977
21743592,2019-01-01 15:38:39,2019-01-01 15:48:04,3417,565,182,Wells St & Elm St,25,Michigan Ave & Pearson St,Subscriber,Female,1991
21743595,2019-01-01 15:38:58,2019-01-01 15:53:43,5877,885,117,Wilton Ave & Belmont Ave,231,Sheridan Rd & Montrose Ave,Subscriber,Male,1977
21743596,2019-01-01 15:41:14,2019-01-01 15:46:05,3389,291,145,Mies van der Rohe Way & Chestnut St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1951
21743597,2019-01-01 15:42:15,2019-01-01 15:47:59,1252,344,322,Kimbark Ave & 53rd St,423,University Ave & 57th St,Subscriber,Male,1982
21743598,2019-01-01 15:42:15,2019-01-01 15:48:25,2551,370,182,Wells St & Elm St,111,Sedgwick St & Huron St,Subscriber,Male,1982
21743599,2019-01-01 15:43:14,2019-01-01 15:48:35,2377,321,228,Damen Ave & Melrose Ave,330,Lincoln Ave & Addison St,Subscriber,Male,1979
21743600,2019-01-01 15:43:54,2019-01-01 16:06:04,4598,"1,330.00",195,Columbus Dr & Randolph St,143,Sedgwick St & Webster Ave,Subscriber,Male,1993
21743602,2019-01-01 15:45:30,2019-01-01 17:32:53,5774,"6,443.00",114,Sheffield Ave & Waveland Ave,231,Sheridan Rd & Montrose Ave,Customer,,
21743604,2019-01-01 15:46:03,2019-01-01 15:52:23,5027,380,120,Wentworth Ave & Cermak Rd (Temp),72,Wabash Ave & 16th St,Subscriber,Male,1960
21743605,2019-01-01 15:46:07,2019-01-01 16:13:00,1410,"1,613.00",179,MLK Jr Dr & Pershing Rd,345,Lake Park Ave & 56th St,Subscriber,Female,1995
21743606,2019-01-01 15:46:27,2019-01-01 16:02:05,4735,938,329,Lake Shore Dr & Diversey Pkwy,329,Lake Shore Dr & Diversey Pkwy,Customer,,
21743607,2019-01-01 15:46:39,2019-01-01 16:16:01,2708,"1,762.00",25,Michigan Ave & Pearson St,50,Clark St & Ida B Wells Dr,Subscriber,,
21743609,2019-01-01 15:47:41,2019-01-01 15:54:54,4088,433,26,McClurg Ct & Illinois St,133,Kingsbury St & Kinzie St,Subscriber,Male,1960
21743611,2019-01-01 15:48:22,2019-01-01 16:02:16,3269,834,338,Calumet Ave & 18th St,626,Delano Ct & Roosevelt Rd,Subscriber,Male,1955
21743612,2019-01-01 15:48:37,2019-01-01 15:58:26,3649,589,325,Clark St & Winnemac Ave,293,Broadway & Wilson Ave,Subscriber,Female,1981
21743613,2019-01-01 15:48:39,2019-01-01 15:54:52,4091,373,306,Sheridan Rd & Buena Ave,304,Broadway & Waveland Ave,Subscriber,Male,1996
21743614,2019-01-01 15:48:39,2019-01-01 16:02:16,6250,817,338,Calumet Ave & 18th St,626,Delano Ct & Roosevelt Rd,Subscriber,Female,1955
21743615,2019-01-01 15:48:44,2019-01-01 15:52:05,4097,201,152,Lincoln Ave & Diversey Pkwy,87,Racine Ave & Fullerton Ave,Subscriber,Female,1990
21743616,2019-01-01 15:48:47,2019-01-01 15:52:59,2901,252,21,Aberdeen St & Jackson Blvd,71,Morgan St & Lake St,Subscriber,Male,1995
21743617,2019-01-01 15:48:56,2019-01-01 15:52:05,5135,189,152,Lincoln Ave & Diversey Pkwy,87,Racine Ave & Fullerton Ave,Subscriber,Male,1990
21743619,2019-01-01 15:49:40,2019-01-01 15:56:27,4719,407,181,LaSalle St & Illinois St,291,Wells St & Evergreen Ave,Subscriber,Male,1989
21743620,2019-01-01 15:49:40,2019-01-01 15:57:15,5623,455,364,Larrabee St & Oak St,133,Kingsbury St & Kinzie St,Subscriber,Female,1974
21743621,2019-01-01 15:49:42,2019-01-01 15:57:23,3664,461,364,Larrabee St & Oak St,133,Kingsbury St & Kinzie St,Subscriber,Female,1979
21743623,2019-01-01 15:50:16,2019-01-01 16:18:39,6117,"1,703.00",126,Clark St & North Ave,126,Clark St & North Ave,Customer,,
21743627,2019-01-01 15:52:30,2019-01-01 16:04:11,3853,701,300,Broadway & Barry Ave,312,Clarendon Ave & Gordon Ter,Subscriber,Male,1975
21743628,2019-01-01 15:52:33,2019-01-01 16:08:45,611,972,142,McClurg Ct & Erie St,56,Desplaines St & Kinzie St,Subscriber,Female,1976
21743631,2019-01-01 15:53:34,2019-01-01 16:02:25,5424,531,192,Canal St & Adams St,197,Michigan Ave & Madison St,Subscriber,Male,1950
21743633,2019-01-01 15:53:45,2019-01-01 16:10:20,3752,995,637,Wood St & Chicago Ave (*),110,Dearborn St & Erie St,Subscriber,Female,1977
21743634,2019-01-01 15:53:46,2019-01-01 16:23:33,4188,"1,787.00",308,Seeley Ave & Roscoe St,56,Desplaines St & Kinzie St,Subscriber,Male,1985
21743635,2019-01-01 15:54:06,2019-01-01 16:25:26,1951,"1,880.00",308,Seeley Ave & Roscoe St,96,Desplaines St & Randolph St,Subscriber,Male,1985
21743636,2019-01-01 15:54:27,2019-01-01 16:05:09,2006,642,131,Lincoln Ave & Belmont Ave,113,Bissell St & Armitage Ave,Subscriber,Male,1994
21743638,2019-01-01 15:54:53,2019-01-01 16:26:07,4728,"1,874.00",239,Western Ave & Leland Ave,20,Sheffield Ave & Kingsbury St,Subscriber,Female,1985
21743639,2019-01-01 15:54:54,2019-01-01 16:06:57,5265,723,255,Indiana Ave & Roosevelt Rd,195,Columbus Dr & Randolph St,Subscriber,Female,1980
21743640,2019-01-01 15:55:12,2019-01-01 16:34:56,770,"2,384.00",322,Kimbark Ave & 53rd St,322,Kimbark Ave & 53rd St,Subscriber,Male,1990
21743641,2019-01-01 15:55:13,2019-01-01 16:04:16,6339,543,337,Clark St & Chicago Ave,112,Green St & Randolph St,Subscriber,Male,1980
21743642,2019-01-01 15:55:39,2019-01-01 16:35:09,2392,"2,370.00",322,Kimbark Ave & 53rd St,322,Kimbark Ave & 53rd St,Subscriber,Female,1984
21743645,2019-01-01 15:56:53,2019-01-01 16:18:19,2290,"1,286.00",123,California Ave & Milwaukee Ave,486,Oakley Ave & Irving Park Rd,Subscriber,Female,1959
21743646,2019-01-01 15:57:23,2019-01-01 16:08:26,6443,663,77,Clinton St & Madison St,215,Damen Ave & Madison St,Customer,,
21743647,2019-01-01 15:57:23,2019-01-01 16:00:51,4951,208,627,LaSalle Dr & Huron St (*),212,Wells St & Hubbard St,Subscriber,Female,1987
21743651,2019-01-01 15:57:59,2019-01-01 16:08:13,5939,614,44,State St & Randolph St,182,Wells St & Elm St,Subscriber,Male,1991
21743652,2019-01-01 15:58:03,2019-01-01 16:01:42,3537,219,53,Wells St & Huron St,74,Kingsbury St & Erie St,Subscriber,Male,1986
21743660,2019-01-01 16:00:47,2019-01-01 16:05:54,4095,307,325,Clark St & Winnemac Ave,295,Broadway & Argyle St,Subscriber,Male,1985
21743661,2019-01-01 16:00:58,2019-01-01 16:06:07,6269,309,141,Clark St & Lincoln Ave,224,Halsted St & Willow St,Subscriber,Male,1985
21743662,2019-01-01 16:01:15,2019-01-01 16:19:54,64,"1,119.00",337,Clark St & Chicago Ave,337,Clark St & Chicago Ave,Subscriber,,1982
21743664,2019-01-01 16:01:34,2019-01-01 16:05:39,2775,245,344,Ravenswood Ave & Lawrence Ave,325,Clark St & Winnemac Ave,Subscriber,Male,1964
21743665,2019-01-01 16:02:48,2019-01-01 16:03:49,110,61,129,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,Subscriber,Female,1985
21743666,2019-01-01 16:03:36,2019-01-01 16:42:03,2242,"2,307.00",177,Theater on the Lake,459,Lakefront Trail & Bryn Mawr Ave,Customer,,
21743667,2019-01-01 16:03:46,2019-01-01 17:24:23,509,"4,837.00",329,Lake Shore Dr & Diversey Pkwy,172,Rush St & Cedar St,Customer,,
21743668,2019-01-01 16:03:51,2019-01-01 17:24:55,2240,"4,864.00",329,Lake Shore Dr & Diversey Pkwy,172,Rush St & Cedar St,Customer,,
21743669,2019-01-01 16:04:06,2019-01-01 16:11:06,5031,420,294,Broadway & Berwyn Ave,459,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1983
21743670,2019-01-01 16:04:21,2019-01-01 16:12:03,87,462,129,Blue Island Ave & 18th St,124,Damen Ave & Cullerton St,Subscriber,Female,1985
